POD	Type	No.	Hostname 	Interface 	VLAN 		IPv4 	Cntr		IPv6	Description 	Orig Line	4Net1	4Net2	4Net3	4Net4		6net		IPv4	DNS A Records	IPv6	DNS AAAA Records
3	ci-knd	3202	cdptpabb-ci-knd-3202	eth0	330	75.179.212.	95	31	2001:1998:064f:0106::	1F	"POD 03, VMR 02, Worker"	216	75	179	249	96	75.179.249.95	0106		75.179.212.95	cdptpabb-ci-knd-3202.cdvr.stage.charter.com	2001:1998:064f:0106::1F	cdptpabb-ci-knd-3202.cdvr.stage.charter.com
3	ci-knd	3203	cdptpabb-ci-knd-3203	eth0	330	75.179.212.	96	32	2001:1998:064f:0106::	20	"POD 03, VMR 02, Worker"	217	75	179	249	96	75.179.249.96	0106		75.179.212.96	cdptpabb-ci-knd-3203.cdvr.stage.charter.com	2001:1998:064f:0106::20	cdptpabb-ci-knd-3203.cdvr.stage.charter.com
3	ci-knd	3204	cdptpabb-ci-knd-3204	eth0	330	75.179.212.	97	33	2001:1998:064f:0106::	21	"POD 03, VMR 02, Worker"	218	75	179	249	96	75.179.249.97	0106		75.179.212.97	cdptpabb-ci-knd-3204.cdvr.stage.charter.com	2001:1998:064f:0106::21	cdptpabb-ci-knd-3204.cdvr.stage.charter.com
3	ci-knd	3205	cdptpabb-ci-knd-3205	eth0	330	75.179.212.	98	34	2001:1998:064f:0106::	22	"POD 03, VMR 02, Worker"	219	75	179	249	96	75.179.249.98	0106		75.179.212.98	cdptpabb-ci-knd-3205.cdvr.stage.charter.com	2001:1998:064f:0106::22	cdptpabb-ci-knd-3205.cdvr.stage.charter.com
3	ci-knd	3206	cdptpabb-ci-knd-3206	eth0	330	75.179.212.	99	35	2001:1998:064f:0106::	23	"POD 03, VMR 02, Worker"	220	75	179	249	96	75.179.249.99	0106		75.179.212.99	cdptpabb-ci-knd-3206.cdvr.stage.charter.com	2001:1998:064f:0106::23	cdptpabb-ci-knd-3206.cdvr.stage.charter.com
3	ci-mql	3101	cdptpabb-ci-mql-3101	eth0	330	75.179.212.	100	36	2001:1998:064f:0106::	24	"POD 03, VMR 01, MemSQL 01"	221								75.179.212.100	cdptpabb-ci-mql-3101.cdvr.stage.charter.com	2001:1998:064f:0106::24	cdptpabb-ci-mql-3101.cdvr.stage.charter.com
3	ci-mql	3102	cdptpabb-ci-mql-3102	eth0	330	75.179.212.	101	37	2001:1998:064f:0106::	25	"POD 03, VMR 01, MemSQL 02"	222								75.179.212.101	cdptpabb-ci-mql-3102.cdvr.stage.charter.com	2001:1998:064f:0106::25	cdptpabb-ci-mql-3102.cdvr.stage.charter.com
3	ci-mql	3103	cdptpabb-ci-mql-3103	eth0	330	75.179.212.	102	38	2001:1998:064f:0106::	26	"POD 03, VMR 01, MemSQL 03"	223								75.179.212.102	cdptpabb-ci-mql-3103.cdvr.stage.charter.com	2001:1998:064f:0106::26	cdptpabb-ci-mql-3103.cdvr.stage.charter.com
3	ci-mql	3201	cdptpabb-ci-mql-3201	eth0	330	75.179.212.	103	39	2001:1998:064f:0106::	27	"POD 03, VMR 02, MemSQL 01"	221								75.179.212.103	cdptpabb-ci-mql-3201.cdvr.stage.charter.com	2001:1998:064f:0106::27	cdptpabb-ci-mql-3201.cdvr.stage.charter.com
3	ci-mql	3202	cdptpabb-ci-mql-3202	eth0	330	75.179.212.	104	40	2001:1998:064f:0106::	28	"POD 03, VMR 02, MemSQL 02"	222								75.179.212.104	cdptpabb-ci-mql-3202.cdvr.stage.charter.com	2001:1998:064f:0106::28	cdptpabb-ci-mql-3202.cdvr.stage.charter.com
3	ci-mql	3203	cdptpabb-ci-mql-3203	eth0	330	75.179.212.	105	41	2001:1998:064f:0106::	29	"POD 03, VMR 02, MemSQL 03"	223								75.179.212.105	cdptpabb-ci-mql-3203.cdvr.stage.charter.com	2001:1998:064f:0106::29	cdptpabb-ci-mql-3203.cdvr.stage.charter.com
3	ci-lbv	3001	cdptpabb-ci-lbv-3001	eth0	330	75.179.212.	106	42	2001:1998:064f:0106::	2A	"POD 03, Dash Origin VIP"	227								75.179.212.106	cdptpabb-ci-lbv-3001.cdvr.stage.charter.com	2001:1998:064f:0106::2A	cdptpabb-ci-lbv-3001.cdvr.stage.charter.com
3	ci-llb	3001	cdptpabb-ci-llb-3001	eth0	330	75.179.212.	107	43	2001:1998:064f:0106::	2B	"POD 03 , Dash Origin LB"	228								75.179.212.107	cdptpabb-ci-llb-3001.cdvr.stage.charter.com	2001:1998:064f:0106::2B	cdptpabb-ci-llb-3001.cdvr.stage.charter.com
3	ci-llb	3002	cdptpabb-ci-llb-3002	eth0	330	75.179.212.	108	44	2001:1998:064f:0106::	2C	"POD 03 , Dash Origin LB"	229								75.179.212.108	cdptpabb-ci-llb-3002.cdvr.stage.charter.com	2001:1998:064f:0106::2C	cdptpabb-ci-llb-3002.cdvr.stage.charter.com
3	ci-lgl	3101	cdptpabb-ci-lgl-3101	eth0	330	75.179.212.	109	45	2001:1998:064f:0106::	2D	"POD 03, VMR 01 LAM Gluster"	230								75.179.212.109	cdptpabb-ci-lgl-3101.cdvr.stage.charter.com	2001:1998:064f:0106::2D	cdptpabb-ci-lgl-3101.cdvr.stage.charter.com
3	ci-lgl	3102	cdptpabb-ci-lgl-3102	eth0	330	75.179.212.	110	46	2001:1998:064f:0106::	2E	"POD 03, VMR 01 LAM Gluster"	231								75.179.212.110	cdptpabb-ci-lgl-3102.cdvr.stage.charter.com	2001:1998:064f:0106::2E	cdptpabb-ci-lgl-3102.cdvr.stage.charter.com
3	ci-lgl	3103	cdptpabb-ci-lgl-3103	eth0	330	75.179.212.	111	47	2001:1998:064f:0106::	2F	"POD 03, VMR 01 LAM Gluster"	232								75.179.212.111	cdptpabb-ci-lgl-3103.cdvr.stage.charter.com	2001:1998:064f:0106::2F	cdptpabb-ci-lgl-3103.cdvr.stage.charter.com
3	ci-lam	3101	cdptpabb-ci-lam-3101	eth0	330	75.179.212.	112	48	2001:1998:064f:0106::	30	"POD 03, VMR 01 LAM Worker"	233								75.179.212.112	cdptpabb-ci-lam-3101.cdvr.stage.charter.com	2001:1998:064f:0106::30	cdptpabb-ci-lam-3101.cdvr.stage.charter.com
3	ci-lam	3102	cdptpabb-ci-lam-3102	eth0	330	75.179.212.	113	49	2001:1998:064f:0106::	31	"POD 03, VMR 01 LAM Worker"	234								75.179.212.113	cdptpabb-ci-lam-3102.cdvr.stage.charter.com	2001:1998:064f:0106::31	cdptpabb-ci-lam-3102.cdvr.stage.charter.com
3	ci-lam	3103	cdptpabb-ci-lam-3103	eth0	330	75.179.212.	114	50	2001:1998:064f:0106::	32	"POD 03, VMR 01 LAM Worker"	235								75.179.212.114	cdptpabb-ci-lam-3103.cdvr.stage.charter.com	2001:1998:064f:0106::32	cdptpabb-ci-lam-3103.cdvr.stage.charter.com
3	ci-lgl	3201	cdptpabb-ci-lgl-3201	eth0	330	75.179.212.	115	51	2001:1998:064f:0106::	33	"POD 03, VMR 02 LAM Gluster"	236								75.179.212.115	cdptpabb-ci-lgl-3201.cdvr.stage.charter.com	2001:1998:064f:0106::33	cdptpabb-ci-lgl-3201.cdvr.stage.charter.com
3	ci-lgl	3202	cdptpabb-ci-lgl-3202	eth0	330	75.179.212.	116	52	2001:1998:064f:0106::	34	"POD 03, VMR 02 LAM Gluster"	237								75.179.212.116	cdptpabb-ci-lgl-3202.cdvr.stage.charter.com	2001:1998:064f:0106::34	cdptpabb-ci-lgl-3202.cdvr.stage.charter.com
3	ci-lgl	3203	cdptpabb-ci-lgl-3203	eth0	330	75.179.212.	117	53	2001:1998:064f:0106::	35	"POD 03, VMR 02 LAM Gluster"	238								75.179.212.117	cdptpabb-ci-lgl-3203.cdvr.stage.charter.com	2001:1998:064f:0106::35	cdptpabb-ci-lgl-3203.cdvr.stage.charter.com
3	ci-lam	3201	cdptpabb-ci-lam-3201	eth0	330	75.179.212.	118	54	2001:1998:064f:0106::	36	"POD 03, VMR 02 LAM Worker"	239								75.179.212.118	cdptpabb-ci-lam-3201.cdvr.stage.charter.com	2001:1998:064f:0106::36	cdptpabb-ci-lam-3201.cdvr.stage.charter.com
3	ci-lam	3202	cdptpabb-ci-lam-3202	eth0	330	75.179.212.	119	55	2001:1998:064f:0106::	37	"POD 03, VMR 02 LAM Worker"	240								75.179.212.119	cdptpabb-ci-lam-3202.cdvr.stage.charter.com	2001:1998:064f:0106::37	cdptpabb-ci-lam-3202.cdvr.stage.charter.com
3	ci-lam	3203	cdptpabb-ci-lam-3203	eth0	330	75.179.212.	120	56	2001:1998:064f:0106::	38	"POD 03, VMR 02 LAM Worker"	241								75.179.212.120	cdptpabb-ci-lam-3203.cdvr.stage.charter.com	2001:1998:064f:0106::38	cdptpabb-ci-lam-3203.cdvr.stage.charter.com
					330	75.179.212.	121	57	2001:1998:064f:0106::	39		242											
					330	75.179.212.	122	58	2001:1998:064f:0106::	3A		243											
					330	75.179.212.	123	59	2001:1998:064f:0106::	3B		244											
					330	75.179.212.	124	60	2001:1998:064f:0106::	3C		245											
					330	75.179.212.	125	61	2001:1998:064f:0106::	3D		246											
					330	75.179.212.	126	62	2001:1998:064f:0106::	3E		247	75	179	249	96	75.179.249.126	0106					
			Broadcast		330	75.179.212.	127			ffff:ffff:ffff:ffff		248	75	179	249	96	75.179.249.127	0106					
												249											
			"IPv4 Network: 192.168.254.32/28
MASK: 255.255.255.240
IPv6 Network: 2001:1998:064f:0107::/64"		140		32				"RDC 1, POD 2, Storage Data
domain: cdvr.stage.charter.com"	250	192	168	254	32	192.168.254.32	0107					
			VRRP VIP		140	75.179.249.	33	1	2001:1998:064f:0107::	1		251	192	168	254	32	192.168.254.33	0107					
			Router 1		140	75.179.249.	34	2	2001:1998:064f:0107::	2		252	192	168	254	32	192.168.254.34	0107					
			Router 2		140	75.179.249.	35	3	2001:1998:064f:0107::	3		253	192	168	254	32	192.168.254.35	0107					
2	ib-acr	1	cdptpabb-ib-acr-2001-eth1	eth1	140	75.179.249.	36	4	2001:1998:064f:0107::	4	"POD 2, Read Accessor 1"	254	192	168	254	32	192.168.254.36	0107					
2	ib-acr	2	cdptpabb-ib-acr-2002-eth1	eth1	140	75.179.249.	37	5	2001:1998:064f:0107::	5	"POD 2, Read Accessor 2"	255	192	168	254	32	192.168.254.37	0107					
2	ib-acw	1	cdptpabb-ib-acw-2001-eth1	eth1	140	75.179.249.	38	6	2001:1998:064f:0107::	6	"POD 2, Write Accessor 1"	256	192	168	254	32	192.168.254.38	0107					
2	ib-acw	2	cdptpabb-ib-acw-2002-eth1	eth1	140	75.179.249.	39	7	2001:1998:064f:0107::	7	"POD 2, Write Accessor 2"	257	192	168	254	32	192.168.254.39	0107					
2	ib-cdv	1	cdptpabb-ib-cdv-2001-eth1	eth1	140	75.179.249.	40	8	2001:1998:064f:0107::	8	"POD 2, COSM GUI 1"	258	192	168	254	32	192.168.254.40	0107					
			Open		140	75.179.249.	41	9	2001:1998:064f:0107::	9		259	192	168	254	32	192.168.254.41	0107					
			Open		140	75.179.249.	42	10	2001:1998:064f:0107::	A		260	192	168	254	32	192.168.254.42	0107					
			Open		140	75.179.249.	43	11	2001:1998:064f:0107::	B		261	192	168	254	32	192.168.254.43	0107					
			Open		140	75.179.249.	44	12	2001:1998:064f:0107::	C		262	192	168	254	32	192.168.254.44	0107					
			Open		140	75.179.249.	45	13	2001:1998:064f:0107::	D		263	192	168	254	32	192.168.254.45	0107					
			Open		140	75.179.249.	46	14	2001:1998:064f:0107::	E		264	192	168	254	32	192.168.254.46	0107					
			Broadcast		140	75.179.249.	47			ffff:ffff:ffff:ffff		265	192	168	254	32	192.168.254.47	0107					
												266											
			"IPv4 Network: 192.168.254.48/28
MASK: 255.255.255.240
IPv6 Network: 2001:1998:064f:010a::/64"		340		48				"RDC 1, POD 3, Storage Data
domain: cdvr.stage.charter.com"	267	192	168	254	48	192.168.254.48	010a					
			VRRP VIP		340	75.179.249.	49	1	2001:1998:064f:010a::	1		268	192	168	254	48	192.168.254.49	010a					
			Router 1		340	75.179.249.	50	2	2001:1998:064f:010a::	2		269	192	168	254	48	192.168.254.50	010a					
			Router 2		340	75.179.249.	51	3	2001:1998:064f:010a::	3		270	192	168	254	48	192.168.254.51	010a					
3	ib-acr	1001	cdptpabb-ib-acr-3001-eth1	eth1	340	75.179.249.	52	4	2001:1998:064f:010a::	4	"POD 3, Read Accessor 1001"	271	192	168	254	48	192.168.254.52	010a					
3	ib-acr	1002	cdptpabb-ib-acr-3002-eth1	eth1	340	75.179.249.	53	5	2001:1998:064f:010a::	5	"POD 3, Read Accessor 1002"	272	192	168	254	48	192.168.254.53	010a					
3	ib-acw	1001	cdptpabb-ib-acw-3001-eth1	eth1	340	75.179.249.	54	6	2001:1998:064f:010a::	6	"POD 3, Write Accessor 1001"	273	192	168	254	48	192.168.254.54	010a					
3	ib-acw	1002	cdptpabb-ib-acw-3002-eth1	eth1	340	75.179.249.	55	7	2001:1998:064f:010a::	7	"POD 3, Write Accessor 1002"	274	192	168	254	48	192.168.254.55	010a					
			Open		340	75.179.249.	56	8	2001:1998:064f:010a::	8		275	192	168	254	48	192.168.254.56	010a					
			Open		340	75.179.249.	57	9	2001:1998:064f:010a::	9		276	192	168	254	48	192.168.254.57	010a					
			Open		340	75.179.249.	58	10	2001:1998:064f:010a::	A		277	192	168	254	48	192.168.254.58	010a					
			Open		340	75.179.249.	59	11	2001:1998:064f:010a::	B		278	192	168	254	48	192.168.254.59	010a					
			Open		340	75.179.249.	60	12	2001:1998:064f:010a::	C		279	192	168	254	48	192.168.254.60	010a					
			Open		340	75.179.249.	61	13	2001:1998:064f:010a::	FALSE		280	192	168	254	48	192.168.254.61	010a					
			Open		340	75.179.249.	62	14	2001:1998:064f:010a::	E		281	192	168	254	48	192.168.254.62	010a					
			Broadcast		340	75.179.249.	63			ffff:ffff:ffff:ffff		282	192	168	254	48	192.168.254.63	010a					
												283											
			"IPv4 Network: 75.179.249.128/27
MASK: 255.255.255.224
IPv6 Network: 2001:1998:064f:0108::/64"		150		128				"RDC 1 Misc cDVR VMs
domain: cdvr.stage.charter.com"	284	75	179	249	128	75.179.249.128	0108					
			VRRP VIP		150	75.179.249.	129	1	2001:1998:064f:0108::	1		285	75	179	249	128	75.179.249.129	0108					
			Router 1		150	75.179.249.	130	2	2001:1998:064f:0108::	2		286	75	179	249	128	75.179.249.130	0108					
			Router 2		150	75.179.249.	131	3	2001:1998:064f:0108::	3		287	75	179	249	128	75.179.249.131	0108					
2	ib-cdv	1	cdptpabb-ib-cdv-0001	eth0	150	75.179.249.	132	4	2001:1998:064f:0108::	4	"POD 2, COSM GUI 1"	288	75	179	249	128	75.179.249.132	0108		75.179.249.132	cdptpabb-ib-cdv-0001.cdvr.stage.charter.com	2001:1998:064f:0108::4	cdptpabb-ib-cdv-0001.cdvr.stage.charter.com
2	ci-dpl	1	cdptpabb-ci-dpl-0001	eth0	150	75.179.249.	133	5	2001:1998:064f:0108::	5	"POD 2, Deployer"	289	75	179	249	128	75.179.249.133	0108		75.179.249.133	cdptpabb-ci-dpl-0001.cdvr.stage.charter.com	2001:1998:064f:0108::5	cdptpabb-ci-dpl-0001.cdvr.stage.charter.com
2	ch-drg	1	cdptpabb-ch-drg-0001	eth0	150	75.179.249.	134	6	2001:1998:064f:0108::	6	Docker Registry	290	75	179	249	128	75.179.249.134	0108		75.179.249.134	cdptpabb-ch-drg-0001.cdvr.stage.charter.com	2001:1998:064f:0108::6	cdptpabb-ch-drg-0001.cdvr.stage.charter.com
2	ch-utl	2	cdptpabb-ch-utl-0002	eth0	150	75.179.249.	135	7	2001:1998:064f:0108::	7	Utillity Server 2 (w/Xwin)	291	75	179	249	128	75.179.249.135	0108					
2	tk-med	1	cdptpabb-tk-med-2001	eth0	150	75.179.249.	136	8	2001:1998:064f:0108::	8	Tektronix Medius	292	75	179	249	128	75.179.249.136	0108					
2	tk-sen	1	cdptpabb-tk-sen-2001	eth0	150	75.179.249.	137	9	2001:1998:064f:0108::	9	Tektronix Sentry ABR	293	75	179	249	128	75.179.249.137	0108					
2	ch-mon	1	cdptpabb-ch-mon-2001	eth0	150	75.179.249.	138	10	2001:1998:064f:0108::	A	Reddis	294	75	179	249	128	75.179.249.138	0108					
2	ch-mon	2	cdptpabb-ch-mon-2002	eth0	150	75.179.249.	139	11	2001:1998:064f:0108::	B	RabbitMQ	295	75	179	249	128	75.179.249.139	0108					
2	ch-mon	3	cdptpabb-ch-mon-2003	eth0	150	75.179.249.	140	12	2001:1998:064f:0108::	C	Sensu	296	75	179	249	128	75.179.249.140	0108					
2	ch-mon	4	cdptpabb-ch-mon-2004	eth0	150	75.179.249.	141	13	2001:1998:064f:0108::	D	Uchiwa	297	75	179	249	128	75.179.249.141	0108					
			cdptpabb-iq-iqp-2001	eth0	150	75.179.249.	142	14	2001:1998:064f:0108::	E	Telestream Surveyor ABR Passive	298	75	179	249	128	75.179.249.142	0108					
			cdptpabb-iq-iqp-2002	eth0	150	75.179.249.	143	15	2001:1998:064f:0108::	F	Telestream Surveyor ABR Active	299	75	179	249	128	75.179.249.143	0108					
			cdptpabb-iq-iqv-2001	eth0	150	75.179.249.	144	16	2001:1998:064f:0108::	10	Telestream Surveyor iVMS	300	75	179	249	128	75.179.249.144	0108					
			cdptpabb-ci-dpl-2101	eth0	150	75.179.249.	145	17	2001:1998:064f:0108::	11	"POD 2, VMR 1, OS 3.7 Deployer"	301	75	179	249	128	75.179.249.145	0108					
			cdptpabb-ci-dpl-2201	eth0	150	75.179.249.	146	18	2001:1998:064f:0108::	12	"POD 2, VMR 2, OS 3.7 Deployer"	302	75	179	249	128	75.179.249.146	0108					
			cdptpabb-ci-dpl-3101	eth0	150	75.179.249.	147	19	2001:1998:064f:0108::	13	"POD 3, VMR 1, OS 3.7 Deployer"	303	75	179	249	128	75.179.249.147	0108		75.179.212.121	cdptpabb-ci-dpl-3101.cdvr.stage.charter.com		
			cdptpabb-ci-dpl-3201	eth0	150	75.179.249.	148	20	2001:1998:064f:0108::	14	"POD 3, VMR 2, OS 3.7 Deployer"	304	75	179	249	128	75.179.249.148	0108		75.179.212.122	cdptpabb-ci-dpl-3201.cdvr.stage.charter.com		
			Open		150	75.179.249.	149	21	2001:1998:064f:0108::	15		305	75	179	249	128	75.179.249.149	0108					
			Open		150	75.179.249.	150	22	2001:1998:064f:0108::	16		306	75	179	249	128	75.179.249.150	0108					
			Open		150	75.179.249.	151	23	2001:1998:064f:0108::	17		307	75	179	249	128	75.179.249.151	0108					
			Open		150	75.179.249.	152	24	2001:1998:064f:0108::	18		308	75	179	249	128	75.179.249.152	0108					
			Open		150	75.179.249.	153	25	2001:1998:064f:0108::	19		309	75	179	249	128	75.179.249.153	0108					
			Open		150	75.179.249.	154	26	2001:1998:064f:0108::	1A		310	75	179	249	128	75.179.249.154	0108					
			Open		150	75.179.249.	155	27	2001:1998:064f:0108::	1B		311	75	179	249	128	75.179.249.155	0108					
			Open		150	75.179.249.	156	28	2001:1998:064f:0108::	1C		312	75	179	249	128	75.179.249.156	0108					
			Open		150	75.179.249.	157	29	2001:1998:064f:0108::	1D		313	75	179	249	128	75.179.249.157	0108					
			Open		150	75.179.249.	158	30	2001:1998:064f:0108::	1E		314	75	179	249	128	75.179.249.158	0108					
			Broadcast		150	75.179.249.	159			ffff:ffff:ffff:ffff		315	75	179	249	128	75.179.249.159	0108					
												316											
			"IPv4 Network: 75.179.249.192/28
MASK: 255.255.255.240
IPv6 Network: 2001:1998:064f:010b::/64"		350		192				"RDC 1 MemSQL
domain: cdvr.stage.charter.com"	317	75	179	249	192	75.179.249.192	010b					
			VRRP VIP		350	75.179.249.	193	1	2001:1998:064f:010b::	1		318	75	179	249	192	75.179.249.193	010b					
			Router 1		350	75.179.249.	194	2	2001:1998:064f:010b::	2		319	75	179	249	192	75.179.249.194	010b					
			Router 2		350	75.179.249.	195	3	2001:1998:064f:010b::	3		320	75	179	249	192	75.179.249.195	010b					
3	ci-mql	1	cdptpabb-ci-mql-0001	eth0	350	75.179.249.	196	4	2001:1998:064f:010b::	4	POD 3 MemSQL 1	321	75	179	249	192	75.179.249.196	010b		75.179.249.196	cdptpabb-ci-mql-0001.cdvr.stage.charter.com	2001:1998:064f:010b::4	cdptpabb-ci-mql-0001.cdvr.stage.charter.com
3	ci-mql	2	cdptpabb-ci-mql-0002	eth0	350	75.179.249.	197	5	2001:1998:064f:010b::	5	POD 3 MemSQL 2	322	75	179	249	192	75.179.249.197	010b		75.179.249.197	cdptpabb-ci-mql-0002.cdvr.stage.charter.com	2001:1998:064f:010b::5	cdptpabb-ci-mql-0002.cdvr.stage.charter.com
3	ci-mql	3	cdptpabb-ci-mql-0003	eth0	350	75.179.249.	198	6	2001:1998:064f:010b::	6	POD 3 MemSQL 3	323	75	179	249	192	75.179.249.198	010b		75.179.249.198	cdptpabb-ci-mql-0003.cdvr.stage.charter.com	2001:1998:064f:010b::6	cdptpabb-ci-mql-0003.cdvr.stage.charter.com
3	ci-mql	4	cdptpabb-ci-mql-0004	eth0	350	75.179.249.	199	7	2001:1998:064f:010b::	7	POD 3 MemSQL 4	324	75	179	249	192	75.179.249.199	010b		75.179.249.199	cdptpabb-ci-mql-0004.cdvr.stage.charter.com	2001:1998:064f:010b::7	cdptpabb-ci-mql-0004.cdvr.stage.charter.com
3	ci-mql	5	cdptpabb-ci-mql-0005	eth0	350	75.179.249.	200	8	2001:1998:064f:010b::	8	POD 3 MemSQL 5	325	75	179	249	192	75.179.249.200	010b		75.179.249.200	cdptpabb-ci-mql-0005.cdvr.stage.charter.com	2001:1998:064f:010b::8	cdptpabb-ci-mql-0005.cdvr.stage.charter.com
			Open		350	75.179.249.	201	9	2001:1998:064f:010b::	9		326	75	179	249	192	75.179.249.201	010b					
			Open		350	75.179.249.	202	10	2001:1998:064f:010b::	A		327	75	179	249	192	75.179.249.202	010b					
			Open		350	75.179.249.	203	11	2001:1998:064f:010b::	B		328	75	179	249	192	75.179.249.203	010b					
			Open		350	75.179.249.	204	12	2001:1998:064f:010b::	C		329	75	179	249	192	75.179.249.204	010b					
			Open		350	75.179.249.	205	13	2001:1998:064f:010b::	D		330	75	179	249	192	75.179.249.205	010b					
			Open		350	75.179.249.	206	14	2001:1998:064f:010b::	E		331	75	179	249	192	75.179.249.206	010b					
			Broadcast		350	75.179.249.	207			ffff:ffff:ffff:ffff		332	75	179	249	192	75.179.249.207	010b					
												333											
			"IPv4 Network: 192.168.254.0/27
MASK: 255.255.255.224
IPv6 Network: 2001:1998:064f:0109::/64"		210		0				"RDC 1 Slicestores (Object Storage)
domain: cdvr.stage.charter.com"	334	192	168	254	0	192.168.254.0	0109					
			VRRP VIP		210	75.179.249.	1	1	2001:1998:064f:0109::	1		335	192	168	254	0	192.168.254.1	0109					
			Router 1		210	75.179.249.	2	2	2001:1998:064f:0109::	2		336	192	168	254	0	192.168.254.2	0109					
			Router 2		210	75.179.249.	3	3	2001:1998:064f:0109::	3		337	192	168	254	0	192.168.254.3	0109					
4	ci-sto	1	cdptpabb-ci-sto-0001-1	eth0	210	75.179.249.	4	4	2001:1998:064f:0109::	4	"POD 4 Storage SIOC 1, 1"	338	192	168	254	0	192.168.254.4	0109		75.179.249.4	cdptpabb-ci-sto-0001-1.cdvr.stage.charter.com	2001:1998:064f:0109::4	cdptpabb-ci-sto-0001-1.cdvr.stage.charter.com
4	ci-sto	1	cdptpabb-ci-sto-0001-2	eth0	210	75.179.249.	5	5	2001:1998:064f:0109::	5	"POD 4 Storage SIOC 2, 1"	339	192	168	254	0	192.168.254.5	0109		75.179.249.5	cdptpabb-ci-sto-0001-2.cdvr.stage.charter.com	2001:1998:064f:0109::5	cdptpabb-ci-sto-0001-2.cdvr.stage.charter.com
4	ci-sto	2	cdptpabb-ci-sto-0002-1	eth0	210	75.179.249.	6	6	2001:1998:064f:0109::	6	"POD 4 Storage SIOC 1, 2"	340	192	168	254	0	192.168.254.6	0109		75.179.249.6	cdptpabb-ci-sto-0002-1.cdvr.stage.charter.com	2001:1998:064f:0109::6	cdptpabb-ci-sto-0002-1.cdvr.stage.charter.com
4	ci-sto	2	cdptpabb-ci-sto-0002-2	eth0	210	75.179.249.	7	7	2001:1998:064f:0109::	7	"POD 4 Storage SIOC 2, 2"	341	192	168	254	0	192.168.254.7	0109		75.179.249.7	cdptpabb-ci-sto-0002-2.cdvr.stage.charter.com	2001:1998:064f:0109::7	cdptpabb-ci-sto-0002-2.cdvr.stage.charter.com
4	ci-sto	3	cdptpabb-ci-sto-0003-1	eth0	210	75.179.249.	8	8	2001:1998:064f:0109::	8	"POD 4 Storage SIOC 1, 3"	342	192	168	254	0	192.168.254.8	0109		75.179.249.8	cdptpabb-ci-sto-0003-1.cdvr.stage.charter.com	2001:1998:064f:0109::8	cdptpabb-ci-sto-0003-1.cdvr.stage.charter.com
4	ci-sto	3	cdptpabb-ci-sto-0003-2	eth0	210	75.179.249.	9	9	2001:1998:064f:0109::	9	"POD 4 Storage SIOC 2, 3"	343	192	168	254	0	192.168.254.9	0109		75.179.249.9	cdptpabb-ci-sto-0003-2.cdvr.stage.charter.com	2001:1998:064f:0109::9	cdptpabb-ci-sto-0003-2.cdvr.stage.charter.com
4	ci-sto	4	cdptpabb-ci-sto-0004-1	eth0	210	75.179.249.	10	10	2001:1998:064f:0109::	A	"POD 4 Storage SIOC 1, 4"	344	192	168	254	0	192.168.254.10	0109		75.179.249.10	cdptpabb-ci-sto-0004-1.cdvr.stage.charter.com	2001:1998:064f:0109::A	cdptpabb-ci-sto-0004-1.cdvr.stage.charter.com
4	ci-sto	4	cdptpabb-ci-sto-0004-2	eth0	210	75.179.249.	11	11	2001:1998:064f:0109::	B	"POD 4 Storage SIOC 2, 4"	345	192	168	254	0	192.168.254.11	0109		75.179.249.11	cdptpabb-ci-sto-0004-2.cdvr.stage.charter.com	2001:1998:064f:0109::B	cdptpabb-ci-sto-0004-2.cdvr.stage.charter.com
4	ci-sto	5	cdptpabb-ci-sto-0005-1	eth0	210	75.179.249.	12	12	2001:1998:064f:0109::	C	"POD 4 Storage SIOC 1, 5"	346	192	168	254	0	192.168.254.12	0109		75.179.249.12	cdptpabb-ci-sto-0005-1.cdvr.stage.charter.com	2001:1998:064f:0109::C	cdptpabb-ci-sto-0005-1.cdvr.stage.charter.com
4	ci-sto	5	cdptpabb-ci-sto-0005-2	eth0	210	75.179.249.	13	13	2001:1998:064f:0109::	D	"POD 4 Storage SIOC 2, 5"	347	192	168	254	0	192.168.254.13	0109		75.179.249.13	cdptpabb-ci-sto-0005-2.cdvr.stage.charter.com	2001:1998:064f:0109::D	cdptpabb-ci-sto-0005-2.cdvr.stage.charter.com
4	ci-sto	6	cdptpabb-ci-sto-0006-1	eth0	210	75.179.249.	14	14	2001:1998:064f:0109::	E	"POD 4 Storage SIOC 1, 6"	348	192	168	254	0	192.168.254.14	0109		75.179.249.14	cdptpabb-ci-sto-0006-1.cdvr.stage.charter.com	2001:1998:064f:0109::E	cdptpabb-ci-sto-0006-1.cdvr.stage.charter.com
4	ci-sto	6	cdptpabb-ci-sto-0006-2	eth0	210	75.179.249.	15	15	2001:1998:064f:0109::	F	"POD 4 Storage SIOC 2, 6"	349	192	168	254	0	192.168.254.15	0109		75.179.249.15	cdptpabb-ci-sto-0006-2.cdvr.stage.charter.com	2001:1998:064f:0109::F	cdptpabb-ci-sto-0006-2.cdvr.stage.charter.com
4	ci-sto	7	cdptpabb-ci-sto-0007-1	eth0	210	75.179.249.	16	16	2001:1998:064f:0109::	10	"POD 4 Storage SIOC 1, 7"	350	192	168	254	0	192.168.254.16	0109		75.179.249.16	cdptpabb-ci-sto-0007-1.cdvr.stage.charter.com	2001:1998:064f:0109::10	cdptpabb-ci-sto-0007-1.cdvr.stage.charter.com
